Gene	apo_rank	ABrank	ALrank
HCFC1	7833	NA	NA
MGC3329	7834	NA	NA
ACTR1B	7835	NA	NA
CD160	7836	NA	NA
SORBS1	7837	NA	NA
CYP24A1	7838	NA	NA
PURG	7839	NA	NA
MGC1136	7840	NA	NA
PCBP1	7841	NA	NA
SUHW2	7842	NA	NA
EXOSC1	7843	NA	NA
KCNIP2	7844	NA	NA
CRIPT	7845	NA	NA
PDCD1LG2	7846	NA	NA
ZNF286	7847	NA	NA
FSTL1	7848	NA	NA
SUPT5H	7849	NA	NA
BTN3A2	7850	NA	NA
KATNA1	7851	NA	NA
PAX6	7852	NA	NA
CGI-41	7853	NA	NA
ADCK2	7854	NA	NA
MGC2650	7855	NA	NA
LOC152185	7856	NA	NA
PRKAB1	7857	NA	NA
NKIRAS2	7858	NA	NA
BCL9	7859	NA	NA
OAZIN	7860	NA	NA
RGR	7861	NA	NA
GPM6A	7862	NA	NA
FRMD1	7863	NA	NA
MKRN2	7864	NA	NA
LOC253982	7865	NA	NA
PAN3	7866	NA	NA
SLC30A3	7867	NA	NA
TXNL2	7868	NA	NA
KIAA0153	7869	NA	NA
DKFZP434O047	7870	NA	NA
KCNJ6	7871	NA	NA
OXR1	7872	NA	NA
ANGPTL2	7873	NA	NA
HYPB	7874	NA	NA
LMAN1	7875	NA	NA
ADAM2	7876	NA	NA
TIMM8A	7877	NA	NA
DHX57	7878	NA	NA
NPM3	7879	NA	NA
SRISNF2L	7880	NA	NA
DDX21	7881	NA	NA
PDXK	7882	NA	NA
ACTG2	7883	NA	NA
HLA-DOB	7884	NA	NA
NPEPPS	7885	NA	NA
GPR143	7886	NA	NA
ISYNA1	7887	NA	NA
BMP15	7888	NA	NA
SORCS3	7889	NA	NA
SCAMP2	7890	NA	NA
PROSC	7891	NA	NA
SCN9A	7892	NA	NA
TGFB1I1	7893	NA	NA
RDH8	7894	NA	NA
OFD1	7895	NA	NA
TWISTNB	7896	NA	NA
PC4	7897	NA	NA
SST	7898	NA	NA
ZNF198	7899	NA	NA
GLULD1	7900	NA	NA
MPP1	7901	NA	NA
GRIA3	7902	NA	NA
UNG	7903	NA	NA
BST1	7904	NA	NA
CA7	7905	NA	NA
SIRT2	7906	NA	NA
WDR4	7907	NA	NA
RPL32	7908	NA	NA
HSPC128	7909	NA	NA
AQP1	7910	NA	NA
SSR2	7911	NA	NA
ADARB1	7912	NA	NA
EDN1	7913	NA	NA
SLC7A2	7914	NA	NA
KIAA0753	7915	NA	NA
PPM1A	7916	NA	NA
SYP	7917	NA	NA
FOXD2	7918	NA	NA
ADMR	7919	NA	NA
P2RY4	7920	NA	NA
MLLT3	7921	NA	NA
IFI27	7922	NA	NA
USP33	7923	NA	NA
SLC12A3	7924	NA	NA
HELZ	7925	NA	NA
ZNF550	7926	NA	NA
MYNN	7927	NA	NA
ADPRH	7928	NA	NA
SNX16	7929	NA	NA
MGC11061	7930	NA	NA
LTBR	7931	NA	NA
OCA2	7932	NA	NA
THEDC1	7933	NA	NA
GADD45GIP1	7934	NA	NA
SNRPA	7935	NA	NA
OR7A5	7936	NA	NA
TCN2	7937	NA	NA
PRRX2	7938	NA	NA
ABCA3	7939	NA	NA
FLJ10647	7940	NA	NA
YT521	7941	NA	NA
AKAP11	7942	NA	NA
GOLGA7	7943	NA	NA
CLCN1	7944	NA	NA
KLRA1	7945	NA	NA
ATF7IP2	7946	NA	NA
PTPRR	7947	NA	NA
MSR1	7948	NA	NA
GA17	7949	NA	NA
TRPV5	7950	NA	NA
MLL	7951	NA	NA
MANEA	7952	NA	NA
TRIM33	7953	NA	NA
HOXA7	7954	NA	NA
QRSL1	7955	NA	NA
TFDP3	7956	NA	NA
UPB1	7957	NA	NA
SSBP3	7958	NA	NA
AKT3	7959	NA	NA
LAMB1	7960	NA	NA
JAK3	7961	NA	NA
NUP160	7962	NA	NA
ORC1L	7963	NA	NA
EMP1	7964	NA	NA
POLR2F	7965	NA	NA
PLSCR3	7966	NA	NA
GRIA2	7967	NA	NA
NEURL	7968	NA	NA
AZU1	7969	NA	NA
ACP5	7970	NA	NA
QPCTL	7971	NA	NA
ITGB3	7972	NA	NA
TTLL3	7973	NA	NA
IGF2	7974	NA	NA
RDH14	7975	NA	NA
DNM1	7976	NA	NA
SRPX2	7977	NA	NA
MC1R	7978	NA	NA
TBL1X	7979	NA	NA
SCN10A	7980	NA	NA
GTF2H1	7981	NA	NA
NPAS1	7982	NA	NA
SNRP70	7983	NA	NA
CDH9	7984	NA	NA
LOC51233	7985	NA	NA
RDH5	7986	NA	NA
HIST1H2BJ	7987	NA	NA
PTCH	7988	NA	NA
TAF7L	7989	NA	NA
TGFB2	7990	NA	NA
TLR1	7991	NA	NA
WDR45L	7992	NA	NA
CCNL1	7993	NA	NA
GDF8	7994	NA	NA
LSP1	7995	NA	NA
LEPREL2	7996	NA	NA
LOC51334	7997	NA	NA
APOE	7998	NA	NA
CCNJ	7999	NA	NA
GLRB	8000	NA	NA
PVRL2	8001	NA	NA
SLITRK3	8002	NA	NA
LIR9	8003	NA	NA
TCEB1	8004	NA	NA
PDE6H	8005	NA	NA
HYPE	8006	NA	NA
CSPG6	8007	NA	NA
BGR	8008	NA	NA
LGTN	8009	NA	NA
NKRF	8010	NA	NA
AIRE	8011	NA	NA
LAT	8012	NA	NA
LRP1	8013	NA	NA
CART1	8014	NA	NA
NDUFS5	8015	NA	NA
KIAA0090	8016	NA	NA
AARS	8017	NA	NA
CAV2	8018	NA	NA
LMCD1	8019	NA	NA
L3MBTL	8020	NA	NA
PRV1	8021	NA	NA
ATXN3	8022	NA	NA
BTG4	8023	NA	NA
C2	8024	NA	NA
OSBPL8	8025	NA	NA
MCOLN3	8026	NA	NA
BCL2L1	8027	NA	NA
GABARAP	8028	NA	NA
GPR50	8029	NA	NA
CIDEB	8030	NA	NA
SRP72	8031	NA	NA
TXNRD2	8032	NA	NA
AANAT	8033	NA	NA
12.Sep	8034	NA	NA
"NAG"	8035	NA	NA
ZBED2	8036	NA	NA
MTIF2	8037	NA	NA
PRSS25	8038	NA	NA
GRPR	8039	NA	NA
ZNFN1A5	8040	NA	NA
DDAH2	8041	NA	NA
PDE6G	8042	NA	NA
PEX5	8043	NA	NA
ADCYAP1	8044	NA	NA
RIMS2	8045	NA	NA
RAB32	8046	NA	NA
CACNA1F	8047	NA	NA
UBQLN3	8048	NA	NA
RASA3	8049	NA	NA
CER1	8050	NA	NA
TIMM22	8051	NA	NA
SMARCC1	8052	NA	NA
SMARCA2	8053	NA	NA
SRCAP	8054	NA	NA
SLCO1B1	8055	NA	NA
TM4SF5	8056	NA	NA
DPYSL3	8057	NA	NA
GMEB1	8058	NA	NA
ANKS1	8059	NA	NA
MCM3	8060	NA	NA
RPS19	8061	NA	NA
ADCY9	8062	NA	NA
PHF15	8063	NA	NA
PDE8B	8064	NA	NA
DDX51	8065	NA	NA
AVPI1	8066	NA	NA
RRH	8067	NA	NA
LKAP	8068	NA	NA
CRYBA1	8069	NA	NA
TRHR	8070	NA	NA
SIAT4B	8071	NA	NA
XPO1	8072	NA	NA
SLC6A9	8073	NA	NA
LTK	8074	NA	NA
ZDHHC6	8075	NA	NA
GSG1	8076	NA	NA
PPAP2A	8077	NA	NA
TGFB1	8078	NA	NA
KCNC4	8079	NA	NA
TETRAN	8080	NA	NA
VASP	8081	NA	NA
FAM53C	8082	NA	NA
POLR1C	8083	NA	NA
MRPL4	8084	NA	NA
PSD3	8085	NA	NA
CD33	8086	NA	NA
KIAA1456	8087	NA	NA
SPAG4	8088	NA	NA
MED28	8089	NA	NA
CRX	8090	NA	NA
IL1F6	8091	NA	NA
OR10J1	8092	NA	NA
PGAM2	8093	NA	NA
APOB	8094	NA	NA
MYO15A	8095	NA	NA
DKFZP434N1235	8096	NA	NA
AQP6	8097	NA	NA
ACTN3	8098	NA	NA
DLGAP2	8099	NA	NA
USH2A	8100	NA	NA
CRISP1	8101	NA	NA
DPF1	8102	NA	NA
SET	8103	NA	NA
WISP3	8104	NA	NA
MRPS18A	8105	NA	NA
PRDX4	8106	NA	NA
RHOQ	8107	NA	NA
ICAM1	8108	NA	NA
CRABP1	8109	NA	NA
PHACTR2	8110	NA	NA
LOC286148	8111	NA	NA
PTK9	8112	NA	NA
GTF2F1	8113	NA	NA
CALCR	8114	NA	NA
ADCY2	8115	NA	NA
FGFR1	8116	NA	NA
HHLA1	8117	NA	NA
PRDM16	8118	NA	NA
TEC	8119	NA	NA
FLJ21657	8120	NA	NA
TRIM31	8121	NA	NA
CHRNG	8122	NA	NA
PIP5K1A	8123	NA	NA
UTP14A	8124	NA	NA
FGF5	8125	NA	NA
HKR3	8126	NA	NA
CGREF1	8127	NA	NA
PRF1	8128	NA	NA
FAM29A	8129	NA	NA
SERPINB2	8130	NA	NA
NUCB1	8131	NA	NA
C1QB	8132	NA	NA
EPRS	8133	NA	NA
PPP1R8	8134	NA	NA
ELOVL4	8135	NA	NA
LY64	8136	NA	NA
PTP4A2	8137	NA	NA
SSTR1	8138	NA	NA
FCGR3B	8139	NA	NA
GAA	8140	NA	NA
BPY2	8141	NA	NA
PIGL	8142	NA	NA
DLG2	8143	NA	NA
SMAP-1	8144	NA	NA
CCT2	8145	NA	NA
LARS	8146	NA	NA
GNAT1	8147	NA	NA
FLJ21919	8148	NA	NA
GLRA1	8149	NA	NA
FOXH1	8150	NA	NA
WDR1	8151	NA	NA
PAPPA2	8152	NA	NA
DPH2L2	8153	NA	NA
TOSO	8154	NA	NA
TRA1	8155	NA	NA
AGPAT5	8156	NA	NA
ITGB1	8157	NA	NA
PRG2	8158	NA	NA
UBE2V2	8159	NA	NA
SSPN	8160	NA	NA
RPL22	8161	NA	NA
MCM5	8162	NA	NA
CREB3L2	8163	NA	NA
BCKDK	8164	NA	NA
VAMP2	8165	NA	NA
SKB1	8166	NA	NA
WDR42A	8167	NA	NA
NTRK1	8168	NA	NA
ARMCX2	8169	NA	NA
TIMM17B	8170	NA	NA
WIT-1	8171	NA	NA
EIF4A2	8172	NA	NA
STATH	8173	NA	NA
EBSP	8174	NA	NA
MYH6	8175	NA	NA
EIF2C4	8176	NA	NA
SCTR	8177	NA	NA
OSBPL11	8178	NA	NA
FUT5	8179	NA	NA
MAK10	8180	NA	NA
CREG1	8181	NA	NA
EIF2C3	8182	NA	NA
OSBP	8183	NA	NA
NCLN	8184	NA	NA
KATNB1	8185	NA	NA
MUTYH	8186	NA	NA
PRNP	8187	NA	NA
GPR24	8188	NA	NA
GDF3	8189	NA	NA
MSX1	8190	NA	NA
ACCN1	8191	NA	NA
FLJ14153	8192	NA	NA
HNRPU	8193	NA	NA
GADD45B	8194	NA	NA
SNAP91	8195	NA	NA
HOXB3	8196	NA	NA
USP21	8197	NA	NA
CYP46A1	8198	NA	NA
UBE2D3	8199	NA	NA
SPG21	8200	NA	NA
SPG20	8201	NA	NA
RPL7	8202	NA	NA
SCAM-1	8203	NA	NA
MGC3794	8204	NA	NA
PCYT1A	8205	NA	NA
SEC14L4	8206	NA	NA
CHEK1	8207	NA	NA
PINK1	8208	NA	NA
GJA8	8209	NA	NA
TCEA1	8210	NA	NA
CNTN6	8211	NA	NA
XCR1	8212	NA	NA
AKAP8L	8213	NA	NA
PDE3A	8214	NA	NA
KIAA0663	8215	NA	NA
FLJ12529	8216	NA	NA
MECP2	8217	NA	NA
MYOZ2	8218	NA	NA
MS4A12	8219	NA	NA
SAP30	8220	NA	NA
GALK1	8221	NA	NA
PR48	8222	NA	NA
RBM15B	8223	NA	NA
CHD7	8224	NA	NA
LIMS1	8225	NA	NA
KCNIP1	8226	NA	NA
SLCO1A2	8227	NA	NA
ADAM29	8228	NA	NA
DHX34	8229	NA	NA
DPH2L1	8230	NA	NA
SHARP	8231	NA	NA
SLC6A11	8232	NA	NA
OCM	8233	NA	NA
COG8	8234	NA	NA
PCYT1B	8235	NA	NA
NKTR	8236	NA	NA
RGN	8237	NA	NA
COL6A1	8238	NA	NA
RAPGEF1	8239	NA	NA
AKAP13	8240	NA	NA
TNFRSF25	8241	NA	NA
EIF5A	8242	NA	NA
BMP7	8243	NA	NA
NPR1	8244	NA	NA
HSPC135	8245	NA	NA
SNX2	8246	NA	NA
AFM	8247	NA	NA
NSD1	8248	NA	NA
RPL26	8249	NA	NA
KCNK10	8250	NA	NA
GRN	8251	NA	NA
SPTB	8252	NA	NA
JUN	8253	NA	NA
RNASE1	8254	NA	NA
SLC28A1	8255	NA	NA
USP36	8256	NA	NA
APOBEC3G	8257	NA	NA
LOC81569	8258	NA	NA
TTK	8259	NA	NA
TUSC4	8260	NA	NA
FCMD	8261	NA	NA
RIN1	8262	NA	NA
TM4SF8	8263	NA	NA
ARHGEF6	8264	NA	NA
PPIL2	8265	NA	NA
TAS2R3	8266	NA	NA
DKFZP564O1664	8267	NA	NA
PLCD1	8268	NA	NA
PSMD11	8269	NA	NA
CHS1	8270	NA	NA
FLJ20313	8271	NA	NA
FCER1G	8272	NA	NA
ITGA2B	8273	NA	NA
ADRA1B	8274	NA	NA
GLDC	8275	NA	NA
DNCI1	8276	NA	NA
TNNT2	8277	NA	NA
RANBP5	8278	NA	NA
NRG2	8279	NA	NA
DDX18	8280	NA	NA
MAP3K12	8281	NA	NA
PLAA	8282	NA	NA
SMG1	8283	NA	NA
P2RX1	8284	NA	NA
SLC11A2	8285	NA	NA
LOC51035	8286	NA	NA
QTRTD1	8287	NA	NA
ETV4	8288	NA	NA
VEGF	8289	NA	NA
MRPL39	8290	NA	NA
RCN1	8291	NA	NA
NFE2L1	8292	NA	NA
DKFZP547E1010	8293	NA	NA
BDNF	8294	NA	NA
HNF4G	8295	NA	NA
YY1	8296	NA	NA
MYH8	8297	NA	NA
CLPX	8298	NA	NA
FABP3	8299	NA	NA
TTF2	8300	NA	NA
RPS21	8301	NA	NA
XPMC2H	8302	NA	NA
ACYP1	8303	NA	NA
STX16	8304	NA	NA
POPDC2	8305	NA	NA
KHDRBS1	8306	NA	NA
ARHGEF18	8307	NA	NA
CLDN18	8308	NA	NA
CYLD	8309	NA	NA
PLD3	8310	NA	NA
SMARCB1	8311	NA	NA
FAM46A	8312	NA	NA
BPY2IP1	8313	NA	NA
HOXA1	8314	NA	NA
KIT	8315	NA	NA
HLA-E	8316	NA	NA
D21S2056E	8317	NA	NA
HIST1H4F	8318	NA	NA
AURKC	8319	NA	NA
HIPK3	8320	NA	NA
PPM1D	8321	NA	NA
NT5C	8322	NA	NA
LECT2	8323	NA	NA
FGF14	8324	NA	NA
GRHPR	8325	NA	NA
ELAVL4	8326	NA	NA
FLJ11184	8327	NA	NA
RBP3	8328	NA	NA
ZNF80	8329	NA	NA
CHRNA4	8330	NA	NA
MERTK	8331	NA	NA
"NAG8"	8332	NA	NA
RPS16	8333	NA	NA
ABT1	8334	NA	NA
ZNF586	8335	NA	NA
RHBDL1	8336	NA	NA
HOOK1	8337	NA	NA
HDAC7A	8338	NA	NA
HPR	8339	NA	NA
FLJ10357	8340	NA	NA
DUX1	8341	NA	NA
S100A5	8342	NA	NA
MAP2K2	8343	NA	NA
MDS032	8344	NA	NA
FLJ20297	8345	NA	NA
PARG	8346	NA	NA
MRPL48	8347	NA	NA
MAGEL2	8348	NA	NA
CMAS	8349	NA	NA
HS3ST1	8350	NA	NA
ARHGEF7	8351	NA	NA
NDRG2	8352	NA	NA
FLJ10036	8353	NA	NA
CALD1	8354	NA	NA
FLJ12505	8355	NA	NA
GBP1	8356	NA	NA
SOD2	8357	NA	NA
ZNF187	8358	NA	NA
TEX14	8359	NA	NA
PTOV1	8360	NA	NA
SPTBN5	8361	NA	NA
STXBP3	8362	NA	NA
HTR2C	8363	NA	NA
HIPK2	8364	NA	NA
TMEM14A	8365	NA	NA
FLJ21106	8366	NA	NA
FRAS1	8367	NA	NA
ITGAE	8368	NA	NA
M11S1	8369	NA	NA
B3GALT2	8370	NA	NA
PDPR	8371	NA	NA
PROX1	8372	NA	NA
HOXD10	8373	NA	NA
EPB41	8374	NA	NA
KCNK7	8375	NA	NA
JAG1	8376	NA	NA
XPO7	8377	NA	NA
MONDOA	8378	NA	NA
FKBP4	8379	NA	NA
POFUT1	8380	NA	NA
BRF2	8381	NA	NA
SLN	8382	NA	NA
DAXX	8383	NA	NA
DOC2B	8384	NA	NA
HT017	8385	NA	NA
PRSS21	8386	NA	NA
SLC34A1	8387	NA	NA
OLIG2	8388	NA	NA
TNNC2	8389	NA	NA
TCF15	8390	NA	NA
TNFSF9	8391	NA	NA
ALDH1A2	8392	NA	NA
IGF2AS	8393	NA	NA
HSXIAPAF1	8394	NA	NA
GRK1	8395	NA	NA
MLC1	8396	NA	NA
AGPAT1	8397	NA	NA
FLJ22028	8398	NA	NA
MAP3K3	8399	NA	NA
RAB31	8400	NA	NA
PSG1	8401	NA	NA
CBL	8402	NA	NA
FSHR	8403	NA	NA
DVL1	8404	NA	NA
EPB49	8405	NA	NA
SLC6A13	8406	NA	NA
ZNF24	8407	NA	NA
SNCB	8408	NA	NA
KIAA0240	8409	NA	NA
KIF2	8410	NA	NA
RPA4	8411	NA	NA
IKBKG	8412	NA	NA
TNFAIP2	8413	NA	NA
SYN2	8414	NA	NA
DDX49	8415	NA	NA
IFRD2	8416	NA	NA
MYH3	8417	NA	NA
FGF2	8418	NA	NA
GFOD1	8419	NA	NA
ROR1	8420	NA	NA
TEX10	8421	NA	NA
SARDH	8422	NA	NA
NEK3	8423	NA	NA
GCM1	8424	NA	NA
RIPK5	8425	NA	NA
CTRB1	8426	NA	NA
GPC5	8427	NA	NA
FCGR2A	8428	NA	NA
GAGEB1	8429	NA	NA
TENS1	8430	NA	NA
INPP5F	8431	NA	NA
GPATC3	8432	NA	NA
NGFB	8433	NA	NA
SLC7A4	8434	NA	NA
CACNA2D1	8435	NA	NA
TNNT3	8436	NA	NA
KCNJ10	8437	NA	NA
HBD	8438	NA	NA
SURB7	8439	NA	NA
MPP6	8440	NA	NA
B3GNT1	8441	NA	NA
CARHSP1	8442	NA	NA
CGI-143	8443	NA	NA
MBNL2	8444	NA	NA
SMU1	8445	NA	NA
PARP4	8446	NA	NA
FOSL2	8447	NA	NA
XPOT	8448	NA	NA
RABGAP1	8449	NA	NA
B4GALT6	8450	NA	NA
HSPBAP1	8451	NA	NA
TMEFF1	8452	NA	NA
SNFT	8453	NA	NA
MYO1E	8454	NA	NA
TPM2	8455	NA	NA
LMNA	8456	NA	NA
CNAP1	8457	NA	NA
LPIN1	8458	NA	NA
TNPO3	8459	NA	NA
NOC4	8460	NA	NA
GJA1	8461	NA	NA
HDGFRP3	8462	NA	NA
TDE1	8463	NA	NA
NUP98	8464	NA	NA
ELOVL6	8465	NA	NA
JPH2	8466	NA	NA
SRPK2	8467	NA	NA
ARHGEF17	8468	NA	NA
GR6	8469	NA	NA
CCR4	8470	NA	NA
NGFRAP1	8471	NA	NA
POLQ	8472	NA	NA
PA2G4	8473	NA	NA
DGKI	8474	NA	NA
RAG1	8475	NA	NA
UQCRB	8476	NA	NA
PJA1	8477	NA	NA
CX36	8478	NA	NA
BCL6	8479	NA	NA
POGK	8480	NA	NA
RPS10	8481	NA	NA
HDAC11	8482	NA	NA
TRIM45	8483	NA	NA
CD47	8484	NA	NA
ZNF395	8485	NA	NA
CABYR	8486	NA	NA
ZFYVE9	8487	NA	NA
SCN7A	8488	NA	NA
ADAM22	8489	NA	NA
IDS	8490	NA	NA
POLRMT	8491	NA	NA
OR1F1	8492	NA	NA
VRK3	8493	NA	NA
HNRPM	8494	NA	NA
GNAI2	8495	NA	NA
FLJ10385	8496	NA	NA
CHRNA10	8497	NA	NA
PTPN6	8498	NA	NA
HAPLN1	8499	NA	NA
SLC25A11	8500	NA	NA
PDIP	8501	NA	NA
GRIN2D	8502	NA	NA
SERPINB7	8503	NA	NA
GJA12	8504	NA	NA
MYH13	8505	NA	NA
CLPTM1	8506	NA	NA
HSRG1	8507	NA	NA
CAPN6	8508	NA	NA
CYP39A1	8509	NA	NA
NELL2	8510	NA	NA
OLFM1	8511	NA	NA
GPHN	8512	NA	NA
UNC119	8513	NA	NA
EDG8	8514	NA	NA
GPR44	8515	NA	NA
KRTHA1	8516	NA	NA
HIST1H1D	8517	NA	NA
FBXL11	8518	NA	NA
MYL2	8519	NA	NA
KRTHA8	8520	NA	NA
AVPR2	8521	NA	NA
CEBPE	8522	NA	NA
SLC41A3	8523	NA	NA
PLEKHA1	8524	NA	NA
DNAH9	8525	NA	NA
CBX5	8526	NA	NA
HSPCB	8527	NA	NA
MGC2749	8528	NA	NA
BAT2	8529	NA	NA
C1R	8530	NA	NA
NUDT6	8531	NA	NA
CRYZ	8532	NA	NA
DKFZP434G1415	8533	NA	NA
DATF1	8534	NA	NA
"NAGLU"	8535	NA	NA
TZFP	8536	NA	NA
JUND	8537	NA	NA
FLJ12242	8538	NA	NA
ATP2B4	8539	NA	NA
CRYBA2	8540	NA	NA
ATP9B	8541	NA	NA
INCENP	8542	NA	NA
RFPL1	8543	NA	NA
TLR6	8544	NA	NA
NOS1	8545	NA	NA
DBT	8546	NA	NA
INVS	8547	NA	NA
DKFZP564O0523	8548	NA	NA
FLJ11305	8549	NA	NA
SIX3	8550	NA	NA
CARM1	8551	NA	NA
CFLAR	8552	NA	NA
DHPS	8553	NA	NA
TOMM20	8554	NA	NA
ZDHHC17	8555	NA	NA
INPPL1	8556	NA	NA
LRAT	8557	NA	NA
TNFSF18	8558	NA	NA
IL1RAPL1	8559	NA	NA
TCF21	8560	NA	NA
PLEKHB2	8561	NA	NA
SHH	8562	NA	NA
FLJ20200	8563	NA	NA
ITGB4BP	8564	NA	NA
LIM	8565	NA	NA
KIF17	8566	NA	NA
ZNF571	8567	NA	NA
DLG1	8568	NA	NA
MOBK1B	8569	NA	NA
GRIA1	8570	NA	NA
REST	8571	NA	NA
HS3ST3A1	8572	NA	NA
NSMAF	8573	NA	NA
GABRA5	8574	NA	NA
CAPG	8575	NA	NA
FPRL1	8576	NA	NA
MSH6	8577	NA	NA
STAB1	8578	NA	NA
ERCC3	8579	NA	NA
CSN3	8580	NA	NA
PAI-RBP1	8581	NA	NA
DAZAP1	8582	NA	NA
TSPAN-2	8583	NA	NA
ACSL4	8584	NA	NA
DNM2	8585	NA	NA
CRLF1	8586	NA	NA
CCNB1IP1	8587	NA	NA
RUNX3	8588	NA	NA
PTPN1	8589	NA	NA
RNF40	8590	NA	NA
KIAA0961	8591	NA	NA
PCDHGC3	8592	NA	NA
DNAJC7	8593	NA	NA
PON1	8594	NA	NA
ATP8B2	8595	NA	NA
KIAA0495	8596	NA	NA
AAAS	8597	NA	NA
FUBP1	8598	NA	NA
TAZ	8599	NA	NA
PRKAR1B	8600	NA	NA
PTOP	8601	NA	NA
FAT2	8602	NA	NA
ARRB2	8603	NA	NA
DPEP3	8604	NA	NA
USP10	8605	NA	NA
POU5F1	8606	NA	NA
KRTHB3	8607	NA	NA
NPR3	8608	NA	NA
FLJ12118	8609	NA	NA
DYRK2	8610	NA	NA
FLJ10350	8611	NA	NA
EPHA4	8612	NA	NA
ZMYND10	8613	NA	NA
SCAP1	8614	NA	NA
FLJ12476	8615	NA	NA
HNRPD	8616	NA	NA
SLC25A15	8617	NA	NA
ACDC	8618	NA	NA
CXCL5	8619	NA	NA
NBL1	8620	NA	NA
CAPN7	8621	NA	NA
FOXF1	8622	NA	NA
SLC17A6	8623	NA	NA
DND1	8624	NA	NA
ANKRD12	8625	NA	NA
RRAGA	8626	NA	NA
INE1	8627	NA	NA
RPL30	8628	NA	NA
WDR45	8629	NA	NA
RASSF1	8630	NA	NA
ZCWPW1	8631	NA	NA
DNAH17	8632	NA	NA
LTBP4	8633	NA	NA
FOXD1	8634	NA	NA
AP2M1	8635	NA	NA
KIDINS220	8636	NA	NA
FBXL8	8637	NA	NA
ARMC6	8638	NA	NA
PIK3CD	8639	NA	NA
DDX19L	8640	NA	NA
ESPL1	8641	NA	NA
PEX5L	8642	NA	NA
HAT	8643	NA	NA
SFRS8	8644	NA	NA
UNC93A	8645	NA	NA
RPL9	8646	NA	NA
MAT1A	8647	NA	NA
TP73	8648	NA	NA
GAS6	8649	NA	NA
DDEF2	8650	NA	NA
TGFBI	8651	NA	NA
GPX5	8652	NA	NA
CUL1	8653	NA	NA
GLG1	8654	NA	NA
SERPINH1	8655	NA	NA
CSRP2	8656	NA	NA
WDR6	8657	NA	NA
KLHL12	8658	NA	NA
LEF1	8659	NA	NA
CHRNB3	8660	NA	NA
TNMD	8661	NA	NA
ARHGEF11	8662	NA	NA
GRIK5	8663	NA	NA
ATP10A	8664	NA	NA
PLEKHA4	8665	NA	NA
CABP5	8666	NA	NA
SH3GL3	8667	NA	NA
AOC2	8668	NA	NA
EMD	8669	NA	NA
MMP9	8670	NA	NA
MAP2K5	8671	NA	NA
GTF2B	8672	NA	NA
PROL5	8673	NA	NA
TGFBRAP1	8674	NA	NA
BIRC2	8675	NA	NA
CAV1	8676	NA	NA
RAB23	8677	NA	NA
STOML2	8678	NA	NA
PART1	8679	NA	NA
ABCC1	8680	NA	NA
GAS1	8681	NA	NA
GPR161	8682	NA	NA
DKFZP434P1750	8683	NA	NA
MGC2752	8684	NA	NA
AXIN1	8685	NA	NA
UBE2M	8686	NA	NA
TUBA3	8687	NA	NA
OTOF	8688	NA	NA
EFNA1	8689	NA	NA
MAPK8IP3	8690	NA	NA
GPR	8691	NA	NA
KCNC3	8692	NA	NA
UBE2G1	8693	NA	NA
PRPF31	8694	NA	NA
KIAA0907	8695	NA	NA
GIPC2	8696	NA	NA
TRPV2	8697	NA	NA
FLJ10815	8698	NA	NA
CLN8	8699	NA	NA
CA3	8700	NA	NA
SAFB	8701	NA	NA
CDKN2A	8702	NA	NA
MTAP	8703	NA	NA
KCNMB3	8704	NA	NA
SLC9A8	8705	NA	NA
SLC11A1	8706	NA	NA
ZMYND11	8707	NA	NA
CAP350	8708	NA	NA
COMMD8	8709	NA	NA
ENO3	8710	NA	NA
FCGR1A	8711	NA	NA
TAF5L	8712	NA	NA
CYP1A1	8713	NA	NA
STK4	8714	NA	NA
SERPINE1	8715	NA	NA
HTR4	8716	NA	NA
GPR89	8717	NA	NA
LGALS1	8718	NA	NA
GPR3	8719	NA	NA
LASS1	8720	NA	NA
GNG4	8721	NA	NA
RAD51AP1	8722	NA	NA
GALNT1	8723	NA	NA
TLN1	8724	NA	NA
TBCC	8725	NA	NA
UBE2J1	8726	NA	NA
SYK	8727	NA	NA
EFNB2	8728	NA	NA
IL10RB	8729	NA	NA
HIST1H2AB	8730	NA	NA
76P	8731	NA	NA
PI4KII	8732	NA	NA
ACADVL	8733	NA	NA
MT3	8734	NA	NA
DDX10	8735	NA	NA
ATP2B3	8736	NA	NA
MBD1	8737	NA	NA
UPK3A	8738	NA	NA
ACHE	8739	NA	NA
C8G	8740	NA	NA
KIAA0082	8741	NA	NA
RIPK2	8742	NA	NA
PUM1	8743	NA	NA
PEX12	8744	NA	NA
SNX24	8745	NA	NA
PSME3	8746	NA	NA
TMEM35	8747	NA	NA
OAZ1	8748	NA	NA
HP1-BP74	8749	NA	NA
WNT2B	8750	NA	NA
SET8	8751	NA	NA
STAT3	8752	NA	NA
LEFTY2	8753	NA	NA
FLJ10560	8754	NA	NA
MGC4172	8755	NA	NA
RCN2	8756	NA	NA
TTC13	8757	NA	NA
NDEL1	8758	NA	NA
SERPINB5	8759	NA	NA
KCNQ2	8760	NA	NA
TRIM44	8761	NA	NA
TRPC7	8762	NA	NA
CDKL5	8763	NA	NA
ZNF16	8764	NA	NA
SMAD2	8765	NA	NA
YAP	8766	NA	NA
CRHR2	8767	NA	NA
OLFML2B	8768	NA	NA
LPA	8769	NA	NA
"NARG1L"	8770	NA	NA
CCR1	8771	NA	NA
CD38	8772	NA	NA
